NOME;REGISTRO;NASCIMENTO;IABCZ;DECA;F;DEP_PN_ED;DEP_PD_ED;DEP_PA_ED;DEP_PS_ED;DEP_PM_EM;DEP_TMD;DEP_IPP;DEP_STAY;DEP_PE_365;DEP_PE_450;DEP_E;DEP_P;DEP_M;DEP_AOL;DEP_ACAB;DEP_MAR;AC_PN_ED;AC_PD_ED;AC_PA_ED;AC_PS_ED;AC_PM_EM;AC_TMD;AC_IPP;AC_STAY;AC_PE_365;AC_PE_450;AC_E;AC_P;AC_M;AC_AOL;AC_ACAB;AC_MAR;DECA_PN_ED;DECA_PD_ED;DECA_PA_ED;DECA_PS_ED;DECA_PM_EM;DECA_TMD;DECA_IPP;DECA_STAY;DECA_PE_365;DECA_PE_450;DECA_E;DECA_P;DECA_M;DECA_AOL;DECA_ACAB;DECA_MAR
TARON;D7680;19/08/1985;16,15;1;0,0;0,66;73;10;3,70;72;3;10,79;68;1;11,75;70;1;6,62;65;1;9,48;0;1;-7,06;55;3;35,11;48;1;0,494;31;1;0,424;41;3;2,951;19;1;4,476;19;1;3,652;19;1;3,116;45;1;0,064;32;5;0,62;31;2
REM ALLON;REM7121;27/10/2011;16,12;1;2,83;0,06;87;5;5,48;88;1;7,06;86;2;7,78;88;2;3,81;72;1;8,00;0;1;-28,21;61;1;34,64;39;1;0,132;81;4;0,221;83;4;0,591;53;4;2,155;53;1;3,284;53;1;3,288;85;1;1,907;79;1;-1,99;62;10
QUARTO DO JHV;JHVM4862;16/09/2007;16,05;1;0,0;0,33;90;8;4,52;92;2;8,47;91;1;12,71;92;1;2,53;84;1;4,86;0;1;-11,89;81;2;37,16;74;1;0,900;86;1;0,841;88;1;2,002;86;1;3,119;86;1;3,177;86;1;0,316;71;5;1,718;59;1;-0,08;46;6
BRADO S.MARINA;MATS283;02/08/2001;16,02;1;0,0;0,17;97;7;4,97;97;2;11,53;96;1;18,38;97;1;3,11;92;1;6,33;0;1;-12,08;92;2;32,91;86;2;0,814;92;1;0,929;95;1;2,780;95;1;4,212;95;1;3,481;95;1;1,365;89;2;-1,775;84;10;-1,56;82;10
RAI DA MN;LBMND8484;13/08/2013;16;1;4,49;-0,99;91;1;2,14;91;4;6,44;89;2;11,50;90;1;4,88;63;1;7,45;0;1;-16,59;66;1;37,37;22;1;0,263;83;3;0,446;86;3;0,720;83;3;3,865;83;1;3,195;83;1;2,829;82;1;2,743;75;1;1,67;73;1
JINNAH BONS;BONN847;07/12/2011;16;1;0,0;0,53;69;10;2,79;70;3;11,19;69;1;13,18;71;1;2,83;42;1;4,46;0;1;-4,62;43;4;38,88;27;1;0,894;63;1;1,132;65;1;2,215;42;1;3,311;42;1;4,171;42;1;1,590;57;1;0,724;45;2;-2,03;28;10
QUARK COL;L4810;19/10/1995;15,97;1;0,29;0,60;97;10;8,80;97;1;10,69;96;1;10,67;97;1;3,47;95;1;9,18;0;1;-12,57;94;2;32,05;94;3;0,867;94;1;0,943;96;1;0,927;94;3;1,813;94;2;2,651;94;1;2,278;93;1;-0,211;91;6;0,58;85;3
QUEBEC EAO;EAO5785;22/08/2011;15,93;1;0,39;0,14;86;6;5,58;87;1;8,69;85;1;9,51;87;2;3,19;72;1;7,91;0;1;-15,73;64;1;34,62;44;1;0,936;80;1;1,458;82;1;-0,026;77;6;0,605;77;4;2,152;77;1;1,853;80;1;-1,170;72;10;-1,55;37;10
IRAK BONS;BONS1911;25/09/2010;15,93;1;1,17;0,88;91;10;10,66;92;1;15,54;90;1;21,40;92;1;1,90;62;2;9,14;0;1;-8,40;64;3;27,47;33;8;0,840;83;1;1,320;86;1;2,896;83;1;4,448;83;1;4,125;83;1;1,213;83;2;1,172;75;1;-1,03;74;9
HAMLET DA BELA;AZAP366;02/08/2010;15,92;1;0,0;0,91;89;10;8,81;90;1;12,11;87;1;16,12;90;1;-2,43;61;10;1,15;0;5;-9,57;61;2;37,49;29;1;0,863;78;1;0,774;84;1;4,009;68;1;4,380;68;1;4,960;68;1;2,526;85;1;-1,066;80;9;-3,28;79;10
SARAJEVO DA EAO;EAO9366;04/09/2013;15,91;1;0,59;0,69;73;10;8,20;72;1;13,03;68;1;16,73;71;1;1,70;39;2;5,52;0;1;-7,87;33;3;34,17;28;1;0,507;53;1;0,766;59;1;-0,008;47;6;1,465;47;2;2,842;47;1;4,300;55;1;1,243;44;1;1,53;30;1
B7369 DA MN;J8982;25/10/1994;15,9;1;13,48;0,16;91;7;2,24;90;4;3,96;88;3;5,11;90;3;4,35;83;1;5,98;0;1;-29,34;80;1;38,37;75;1;0,144;74;4;0,017;82;6;-0,705;70;9;1,333;70;3;0,420;70;5;0,222;54;5;-0,810;40;9;2,02;28;1
BOABAO DA AF;FAF587;04/10/1999;15,9;1;0,78;0,37;86;9;6,48;87;1;14,95;86;1;20,24;87;1;4,48;82;1;9,77;0;1;-6,26;79;3;30,98;74;4;0,119;68;5;0,305;79;3;3,418;82;1;1,674;82;2;1,336;82;2;1,013;63;2;0,801;50;2;1,99;51;1
ARES DA PECA RARA;PECA3249;15/09/2014;15,88;1;0,59;-0,37;30;1;5,07;73;2;10,98;70;1;17,30;72;1;-0,56;31;7;1,62;0;4;-19,57;32;1;36,24;19;1;0,588;64;1;1,034;66;1;-0,998;61;9;5,327;61;1;4,054;61;1;2,738;26;1;1,616;17;1;0,46;16;3
FOSFATO;E4499;19/11/1986;15,84;1;0,0;-0,01;89;4;1,08;89;5;7,46;86;2;11,58;88;1;3,02;85;1;4,39;0;1;-27,28;82;1;38,17;77;1;-0,140;65;8;0,485;75;2;2,445;66;1;0,865;66;4;0,354;66;5;1,806;60;1;-0,470;46;7;0,77;42;2
JANUARIO ALMB;ALMB659;26/11/2012;15,83;1;0,59;0,31;71;8;8,69;70;1;13,38;67;1;20,68;71;1;0,30;26;5;4,48;0;1;-11,07;24;2;32,37;11;3;0,616;62;1;0,907;64;1;1,210;5;2;-0,002;5;6;0,555;5;4;2,110;15;1;-0,228;4;6;0,77;2;2
HABARRAZ DA BELA;AZAP330;10/07/2010;15,75;1;5,47;1,15;74;10;4,57;75;2;7,38;71;2;12,70;74;1;2,85;49;1;5,61;0;1;-4,83;41;4;40,35;34;1;0,109;61;5;-0,083;64;7;1,075;50;2;2,018;50;2;2,712;50;1;4,739;59;1;1,047;48;1;-1,31;36;10
SAIGON DE NAVIRAI;CSCC5824;18/09/2016;15,74;1;0,78;-0,15;80;3;6,41;79;1;8,94;73;1;11,94;75;1;2,25;23;1;5,43;0;1;-15,23;20;1;33,83;13;2;1,264;54;1;1,950;50;1;2,480;37;1;3,752;37;1;3,382;37;1;3,959;67;1;-1,422;56;10;0,04;50;5
JHVM 11321 CAMPARINO;JHVM11321;15/09/2013;15,69;1;3,12;0,08;93;6;7,40;94;1;11,61;93;1;13,59;94;1;-2,49;62;10;0,47;0;6;-20,06;63;1;37,21;28;1;0,654;89;1;0,920;89;1;1,655;85;1;3,483;85;1;2,112;85;1;-0,601;76;8;-1,050;66;9;-0,30;53;7
INTERIOR DA  BELA;AZAN1373;30/08/2011;15,66;1;0,0;0,35;86;9;5,94;85;1;8,18;82;1;10,60;84;1;-0,02;66;6;2,82;0;3;-22,64;66;1;37,79;30;1;0,338;69;2;0,350;79;3;0,162;70;6;5,354;70;1;3,558;70;1;4,938;75;1;-1,901;66;10;0,95;62;2
REBATE DA AGUA BOA;OEV2784;17/04/2010;15,61;1;0,0;0,70;73;10;4,14;76;2;9,75;74;1;13,68;76;1;0,70;55;4;2,76;0;3;-13,72;50;1;39,10;44;1;0,276;58;3;0,404;69;3;1,249;78;2;7,515;78;1;2,775;78;1;1,470;42;1;0,705;30;2;1,68;29;1
NAVIRAI IBERICO;CSCN10825;30/08/2009;15,57;1;2,34;1,06;74;10;11,71;74;1;10,84;69;1;12,88;72;1;-0,89;52;8;5,79;0;1;0,52;42;6;37,76;35;1;0,366;50;2;0,442;61;3;1,454;49;1;1,405;49;3;1,466;49;2;2,190;67;1;-1,506;57;10;0,64;33;2
CALIBRE FIV CAMPARINO;JHVM13823;25/09/2015;15,56;1;1,66;0,63;95;10;7,36;95;1;11,39;93;1;15,82;93;1;2,35;43;1;5,86;0;1;-11,69;35;2;29,38;29;6;2,032;87;1;2,456;87;1;3,087;81;1;5,962;81;1;5,251;81;1;0,063;86;6;2,850;80;1;-1,92;57;10
TRIUNFO FIV DO JHV;JHVM6740;10/08/2009;15,51;1;0,0;0,44;94;9;10,09;94;1;14,29;93;1;16,24;94;1;3,40;88;1;8,50;0;1;-13,08;88;2;28,29;82;7;0,582;88;1;0,559;91;2;3,240;91;1;3,571;91;1;4,251;91;1;2,398;84;1;-0,668;76;8;-1,38;57;10
REM SAGRES;REM4677;02/10/2007;15,49;1;1,56;0,00;90;4;4,13;90;2;9,95;89;1;15,64;90;1;3,21;80;1;5,86;0;1;-8,50;68;3;34,39;60;1;1,087;85;1;1,252;86;1;-0,225;75;7;4,003;75;1;3,578;75;1;0,070;89;6;6,291;85;1;3,19;78;1
TOTAL MAT.;RDM6700;10/08/2013;15,48;1;0,39;0,82;90;10;9,11;91;1;11,92;90;1;14,55;91;1;-0,72;60;8;4,42;0;1;-10,04;63;2;36,35;33;1;0,187;84;4;0,247;85;4;-0,135;77;7;6,168;77;1;4,823;77;1;0,519;81;4;0,107;72;5;-2,13;49;10
CJ SANT ANNA 7964;CJCJ7964;10/01/2013;15,4;1;1,66;0,17;76;7;8,97;74;1;14,89;72;1;16,46;75;1;1,48;41;2;6,07;0;1;-16,68;35;1;31,43;19;4;-0,034;61;6;-0,314;59;8;1,158;18;2;2,382;18;1;2,811;18;1;2,278;26;1;-0,908;17;9;-0,20;15;6
ALBANES DO AVAHY;FEU1807;03/09/2012;15,39;1;0,0;0,63;78;10;1,35;76;5;6,17;72;2;12,46;75;1;-0,39;47;7;-0,07;0;6;-30,05;44;1;38,97;26;1;0,541;61;1;1,050;69;1;-0,719;54;9;3,364;54;1;2,754;54;1;1,443;66;1;3,212;56;1;-0,63;56;8
SAIGON MAT.;RDM5810;22/08/2012;15,37;1;4,30;0,36;73;9;5,69;74;1;10,05;70;1;16,10;73;1;2,23;51;1;5,44;0;1;-12,14;43;2;35,57;30;1;0,097;57;5;1,025;65;1;1,999;64;1;3,499;64;1;1,087;64;3;2,380;52;1;-0,391;40;7;1,25;38;1
RAIPUR OB;OBG7505;21/11/2001;15,37;1;6,25;-0,26;78;2;4,37;76;2;6,83;73;2;12,25;76;1;3,58;55;1;6,38;0;1;-14,11;44;1;36,44;39;1;0,323;63;2;1,243;71;1;-0,028;20;6;1,435;20;3;0,279;20;5;3,150;27;1;1,576;16;1;1,26;13;1
NAVIRAI FIV LATINO;CSCN11899;31/01/2011;15,37;1;1,56;0,33;78;9;7,28;76;1;10,95;72;1;12,39;75;1;0,48;50;4;4,84;0;1;-24,36;45;1;31,73;29;3;0,944;66;1;1,264;70;1;1,726;63;1;0,897;63;4;1,455;63;2;0,849;32;3;-1,116;22;10;-1,30;19;10
NAFITIL DA BONS.;ZAN144;17/11/1998;15,35;1;0,39;0,28;71;8;6,05;72;1;11,13;69;1;14,72;71;1;4,25;62;1;8,22;0;1;-5,10;51;4;33,00;46;2;0,786;57;1;1,035;65;1;1,485;65;1;1,637;65;2;2,995;65;1;4,086;52;1;0,631;41;3;0,30;28;4
IAOP 06 598;IAOP598;16/09/2006;15,34;1;0,0;0,55;75;10;5,75;72;1;8,56;70;1;11,68;71;1;-0,23;56;6;1,20;0;5;-8,78;41;3;41,11;27;1;0,405;32;2;0,986;23;1;0,833;16;3;1,271;16;3;1,774;16;2;1,485;62;1;0,643;51;2;0,46;6;3
DEPOSITO COL;COLA3699;09/10/2004;15,27;1;3,91;-0,21;87;2;3,67;91;3;6,03;89;2;12,65;91;1;-3,98;82;10;-3,13;0;10;-25,23;82;1;41,15;76;1;0,964;81;1;1,501;88;1;0,470;89;4;3,241;89;1;3,864;89;1;3,726;73;1;-0,519;62;8;-0,55;61;8
PARANA MATI;MATI414;18/09/2010;15,25;1;0,98;0,54;91;10;11,42;91;1;17,81;90;1;22,96;91;1;2,93;65;1;10,04;0;1;4,42;66;8;27,27;33;8;0,684;82;1;1,425;85;1;3,855;86;1;4,194;86;1;4,014;86;1;0,678;79;3;-1,306;71;10;-0,33;46;7
REM 5467;REM5467;15/04/2009;15,17;1;0,0;0,43;81;9;7,75;80;1;13,56;76;1;17,29;80;1;0,25;62;5;4,07;0;2;-1,75;54;5;36,29;42;1;0,369;62;2;0,402;75;3;4,203;43;1;2,055;43;2;2,187;43;1;0,170;78;5;-0,853;70;9;-1,16;67;10
CREPUSCULO DA CAMPO BELO;ZCO1009;05/01/2011;15,16;1;0,0;0,23;72;7;5,64;71;1;11,66;67;1;12,18;68;1;2,28;40;1;6,21;0;1;-12,81;35;2;33,75;20;2;0,818;62;1;1,081;60;1;1,209;16;2;0,377;16;5;0,144;16;6;1,329;19;2;1,436;8;1;0,91;7;2
REM QUARTUDO;REM3914;13/10/2005;15,16;1;1,56;0,52;78;10;7,26;76;1;9,66;71;1;8,98;74;2;5,98;60;1;12,91;0;1;-6,45;64;3;31,56;61;3;0,609;64;1;0,836;66;1;0,558;54;4;-0,543;54;7;-0,068;54;6;1,057;68;2;2,078;59;1;0,13;48;5
MACUNI DO SALTO;NANA1053;11/09/2002;15,12;1;1,76;0,26;96;8;7,20;97;1;9,68;96;1;13,96;96;1;-3,40;94;10;-0,03;0;6;-25,18;93;1;36,27;92;1;0,666;93;1;0,779;95;1;-0,262;96;7;6,388;96;1;4,906;96;1;-0,059;85;6;0,252;79;4;-1,04;73;9
BAMBU DA MN;LBMND1532;04/10/2006;15,04;1;0,93;-0,65;82;1;-4,17;83;10;-0,24;80;7;1,69;82;5;5,21;72;1;4,57;0;1;-40,08;67;1;40,72;59;1;0,069;71;5;0,508;75;2;0,263;71;5;4,199;71;1;2,101;71;1;2,251;63;1;-0,081;51;6;-0,78;43;9
ADAMO FIV KUBERA;ACF3522;17/11/2014;15,01;1;1,66;0,20;86;7;7,89;87;1;11,98;84;1;17,94;85;1;0,32;40;5;5,04;0;1;-5,90;38;4;34,07;28;1;0,590;66;1;0,274;72;4;4,182;75;1;6,706;75;1;6,446;75;1;2,087;64;1;1,838;51;1;0,15;32;5
LAREDO KA;KAPM5907;23/10/2015;14,99;1;0,20;0,26;76;8;7,31;75;1;11,10;70;1;16,14;72;1;0,22;38;5;3,96;0;2;-3,03;34;5;37,86;26;1;0,117;65;5;0,414;66;3;3,322;47;1;3,555;47;1;3,975;47;1;3,105;56;1;0,507;44;3;1,26;29;1
HAJASTHAN COL;COLA8208;16/11/2008;14,94;1;0,39;0,42;74;9;2,38;76;4;5,16;75;3;5,92;77;3;0,91;57;3;1,90;0;4;-19,20;49;1;40,98;46;1;0,745;69;1;1,515;71;1;1,236;55;2;2,854;55;1;1,925;55;1;1,356;46;2;0,786;33;2;1,52;17;1
D1579 DA MN;LBMND1579;09/10/2006;14,92;1;1,56;-0,35;76;1;-0,53;83;7;5,13;80;3;10,42;82;1;4,73;66;1;5,05;0;1;-11,72;62;2;40,32;50;1;0,273;64;3;0,194;75;4;-0,288;80;8;1,990;80;2;1,717;80;2;1,774;42;1;-1,014;29;9;0,33;27;4
DITINHO JL DA BAMA;AIB3450;27/10/2011;14,9;1;0,59;0,17;81;7;3,37;82;3;6,56;77;2;10,87;81;1;2,41;51;1;4,83;0;1;-23,90;47;1;35,38;21;1;0,452;67;2;0,903;74;1;2,188;44;1;3,511;44;1;3,567;44;1;1,765;71;1;-0,666;61;8;-0,70;61;8
MEDIEVAL FIV CABACAL;BAM2888;16/02/2007;14,89;1;0,98;1,04;78;10;7,55;82;1;13,60;79;1;18,11;81;1;1,70;63;2;6,72;0;1;-20,27;59;1;28,95;36;7;0,291;68;3;0,198;73;4;3,893;64;1;0,777;64;4;2,532;64;1;2,441;72;1;-1,128;63;10;-0,35;30;7
C7747 DA MN;LBMNC7747;18/12/2002;14,86;1;6,84;0,61;76;10;6,43;76;1;11,02;71;1;16,15;72;1;1,75;60;2;4,71;0;1;-13,78;50;1;33,48;41;2;0,355;66;2;0,505;70;2;1,477;61;1;2,025;61;2;1,176;61;3;1,889;48;1;0,970;35;2;1,86;34;1
DADO DA SM;FSM1257;28/01/1999;14,84;1;3,12;-0,30;88;1;-0,64;88;7;3,37;85;4;4,64;87;4;3,36;79;1;4,11;0;2;-18,52;76;1;41,48;71;1;0,654;77;1;0,532;82;2;0,565;74;4;2,349;74;1;0,174;74;5;1,705;76;1;1,712;66;1;-0,17;43;6
4455 DA KANG.;KAN4455;07/10/2003;14,78;1;0,0;0,20;61;7;6,35;72;1;9,27;69;1;9,70;72;2;0,83;51;4;4,38;0;1;-14,47;35;1;37,98;32;1;-0,047;36;7;-0,323;56;8;1,193;55;2;1,198;55;3;0,798;55;4;1,554;25;1;0,154;12;5;0,92;10;2
IAOP 08 1264;IAOP1264;08/10/2008;14,78;1;0,0;-0,48;72;1;-0,55;70;7;3,24;70;4;9,30;70;2;3,26;47;1;4,52;0;1;-21,76;32;1;40,15;17;1;0,084;18;5;0,502;30;2;1,974;32;1;3,529;32;1;1,974;32;1;0,959;65;2;0,643;55;2;0,58;4;3
TIJOLO DO GOLIAS;FSAT1554;06/10/2012;14,77;1;9,38;-0,54;76;1;7,48;75;1;6,48;69;2;8,21;71;2;0,10;34;5;2,22;0;3;-31,76;31;1;35,78;24;1;-0,051;61;7;-0,012;62;6;-0,519;63;8;1,554;63;2;2,442;63;1;2,622;64;1;1,422;53;1;4,71;54;1
1818 TERRA GRANDE;ATG1818;05/09/2012;14,76;1;3,52;0,24;76;8;6,22;75;1;8,70;70;1;9,33;74;2;-1,54;44;9;1,02;0;5;-20,61;40;1;37,54;18;1;0,787;45;1;0,724;68;1;0,007;23;6;2,997;23;1;2,305;23;1;1,048;69;2;2,324;60;1;0,51;49;3
ONASSIS COL;I8840;07/10/1993;14,74;1;0,29;0,12;93;6;5,21;93;2;6,80;91;2;6,44;92;3;1,45;90;2;4,73;0;1;-23,71;89;1;35,10;87;1;0,919;86;1;1,691;89;1;0,954;85;3;2,236;85;1;1,308;85;2;1,629;81;1;2,030;74;1;0,34;56;4
HIDROCOR DA QUIL;QUIL12890;08/10/2009;14,71;1;1,95;0,08;72;6;5,60;75;1;11,17;72;1;16,30;74;1;1,28;30;3;4,48;0;1;-12,93;37;2;32,87;21;2;0,871;59;1;1,674;59;1;1,957;18;1;4,027;18;1;2,269;18;1;0,472;35;4;0,905;22;2;-0,96;22;9
BARU DA JANDAIA;AIAA5954;15/10/2006;14,71;1;1,56;0,09;79;6;6,51;78;1;11,65;75;1;16,22;77;1;0,30;65;5;4,54;0;1;-7,00;58;3;34,03;52;1;0,981;71;1;1,368;73;1;0,909;58;3;1,103;58;3;3,141;58;1;-1,421;41;10;-0,053;30;5;0,74;27;2
NAVIRAI FIV 13287-13;CSCN13287;30/08/2013;14,71;1;0,0;-0,13;69;3;3,27;70;3;5,41;68;2;6,43;70;3;5,23;45;1;7,97;0;1;-11,87;36;2;35,52;22;1;1,051;40;1;1,224;55;1;0,259;25;5;2,810;25;1;2,755;25;1;2,080;63;1;1,046;51;1;-1,98;39;10
JOVEM DA DI GENIO;JCDG4117;10/09/2012;14,69;1;0,0;0,22;79;7;4,56;79;2;10,41;76;1;14,76;78;1;0,83;48;4;4,08;0;2;-16,67;49;1;35,46;31;1;0,205;72;4;0,210;69;4;2,806;65;1;0,568;65;4;1,759;65;2;-0,043;54;6;-0,169;42;6;-1,90;33;10
BERLOQUE DA BONS.;BONS130;04/12/2003;14,68;1;0,0;0,22;96;7;7,06;96;1;11,34;95;1;14,91;96;1;0,09;92;5;3,39;0;2;-7,29;92;3;35,00;89;1;0,916;92;1;1,239;94;1;1,755;94;1;2,366;94;1;2,529;94;1;0,825;89;3;-0,864;85;9;-2,36;66;10
BALTICO DA TRADICAO;UTIL1132;03/08/2012;14,66;1;3,91;0,08;83;6;2,66;84;4;5,87;80;2;8,39;83;2;1,93;58;2;3,44;0;2;-21,98;60;1;36,84;26;1;0,874;67;1;1,307;75;1;1,562;78;1;2,892;78;1;2,992;78;1;-0,189;65;7;0,297;53;4;-0,01;50;5
TOYOTA MAT.;RDM7399;18/11/2013;14,64;1;0,78;0,42;88;9;4,75;89;2;8,71;85;1;12,84;88;1;4,64;45;1;8,27;0;1;1,21;33;6;37,20;29;1;0,097;79;5;-0,106;83;7;2,161;73;1;3,111;73;1;2,593;73;1;2,320;67;1;-1,714;55;10;-3,13;39;10
REM VINICULTOR;REM6277;27/09/2010;14,6;1;2,64;-0,33;81;1;4,37;80;2;3,55;77;4;4,08;81;4;-0,18;68;6;0,89;0;5;-26,88;56;1;38,36;57;1;1,238;72;1;2,404;76;1;-1,254;72;10;3,181;72;1;3,495;72;1;2,409;73;1;2,885;63;1;-0,11;49;6
DNPP3480 DONA NINA;DNPP3480;08/10/2011;14,59;1;0,49;0,28;67;8;10,53;72;1;11,97;72;1;15,71;73;1;1,72;45;2;7,47;0;1;-6,97;40;3;31,20;20;4;0,321;21;2;0,922;33;1;3,656;35;1;2,345;35;1;1,594;35;2;0,974;27;2;0,058;17;5;2,22;17;1
LUZITANO OB;OBGA2807;29/01/2004;14,57;1;0,0;0,39;88;9;3,91;87;2;5,01;85;3;9,26;87;2;-0,21;70;6;1,46;0;4;-30,62;64;1;37,01;57;1;0,453;83;2;1,310;84;1;1,549;33;1;3,231;33;1;1,756;33;2;-0,147;39;7;1,041;26;1;0,70;17;2
ERROSO DO IZ;IZSNA1334;11/11/2005;14,56;1;1,17;0,11;91;6;4,01;92;2;7,29;90;2;11,45;92;1;1,39;84;2;3,77;0;2;-19,35;83;1;38,44;75;1;-0,372;80;9;0,058;86;5;1,540;89;1;3,571;89;1;2,133;89;1;1,538;78;1;0,983;68;2;-0,81;69;9
AGAPE DA LION;LION116;13/11/2009;14,56;1;0,0;-0,05;87;4;3,92;88;2;8,54;84;1;13,12;87;1;-1,38;73;9;0,05;0;6;-14,20;67;1;39,40;51;1;0,684;73;1;1,133;84;1;0,439;73;5;3,216;73;1;2,307;73;1;3,978;66;1;1,256;53;1;1,45;54;1
CRAQUE CAMPARINO;JHVM13629;11/09/2015;14,53;1;0,59;-0,08;85;3;5,52;84;1;11,59;77;1;12,38;79;1;2,88;36;1;5,65;0;1;-12,13;29;2;34,11;19;1;0,308;65;3;0,793;61;1;1,772;51;1;5,078;51;1;1,361;51;2;1,550;54;1;0,532;38;3;-1,40;26;10
C8478 DA MN;LBMNC8478;19/11/2003;14,46;1;2,64;0,13;91;6;2,04;91;4;4,17;89;3;7,84;90;2;1,70;84;2;3,69;0;2;-8,77;81;3;41,01;74;1;0,878;83;1;1,755;87;1;1,547;87;1;4,196;87;1;3,816;87;1;3,028;75;1;0,941;65;2;-0,27;64;7
CEN 9434 FISCAL TE;CEN9434;16/08/2014;14,43;1;0,0;-0,72;79;1;0,93;77;6;5,17;70;3;8,08;70;2;1,44;38;2;3,55;0;2;-24,47;32;1;38,19;30;1;0,564;59;1;0,984;61;1;-1,478;37;10;6,358;37;1;3,629;37;1;2,859;55;1;5,046;43;1;2,44;43;1
JEPEANTE;PAU1272;12/09/2010;14,4;1;0,0;-0,67;86;1;0,77;87;6;1,52;83;5;2,27;86;5;3,88;59;1;5,72;0;1;-6,69;64;3;43,14;47;1;0,768;69;1;1,312;75;1;-1,180;73;10;2,702;73;1;3,156;73;1;1,277;64;2;1,665;51;1;1,76;39;1
CACHIMBO DA MN;MANAC2853;30/11/1998;14,35;1;1,56;0,02;93;5;6,44;93;1;8,84;91;1;9,18;93;2;2,08;89;1;6,18;0;1;-12,27;85;2;35,63;83;1;0,293;87;3;-0,084;90;7;0,592;87;4;3,153;87;1;1,993;87;1;3,163;81;1;1,303;73;1;0,17;62;4
REPIQUE AL;NICK2265;31/05/2001;14,32;1;3,32;0,91;74;10;10,00;71;1;10,42;66;1;10,24;68;1;5,39;47;1;11,93;0;1;4,60;57;8;33,46;34;2;-0,113;21;7;-0,210;26;8;2,138;14;1;0,843;14;4;1,045;14;3;0,503;20;4;-0,771;10;9;-0,08;7;6
CAMINHO2 FIV DA LGAL;LGAL310;05/10/2013;14,32;1;0,39;0,66;70;10;6,74;73;1;12,22;67;1;19,47;70;1;0,90;42;3;4,54;0;1;-15,48;39;1;30,87;31;4;0,382;49;2;0,292;57;4;1,275;58;2;1,497;58;2;1,472;58;2;-0,142;44;7;-0,545;34;8;1,57;33;1
OBAMA DA DI GENIO;JCDG9200;17/09/2016;14,32;1;0,78;0,44;73;9;10,38;71;1;15,52;65;1;22,53;69;1;-0,55;36;7;4,38;0;1;3,62;29;7;31,98;24;3;0,578;58;1;0,423;58;3;3,937;41;1;3,167;41;1;3,439;41;1;4,261;43;1;-1,500;31;10;-0,58;28;8
SAPIRAO DO IZ;IZSN4521;15/09/1998;14,28;1;0,39;0,99;80;10;9,52;79;1;9,91;77;1;13,54;77;1;-1,84;71;10;0,99;0;5;-2,93;70;5;39,35;64;1;0,151;66;4;0,772;64;1;0,739;70;3;1,332;70;3;1,911;70;1;2,850;61;1;1,982;49;1;1,11;22;1
NOBRE TE DA PRIM.;J744;03/02/1994;14,26;1;2,54;0,33;92;9;5,43;92;1;7,22;90;2;12,05;91;1;-0,76;92;8;2,69;0;3;-36,74;91;1;33,27;90;2;-0,001;82;6;-0,047;86;6;2,175;85;1;0,608;85;4;0,182;85;5;2,123;74;1;-0,097;65;6;0,41;52;3
B8951 DA MN;MANAB8951;07/12/1995;14,21;1;2,05;0,90;78;10;6,72;77;1;7,73;73;1;9,76;75;1;0,85;69;3;4,43;0;1;-4,42;59;4;38,91;53;1;0,310;64;3;0,397;67;3;-1,093;55;10;0,937;55;4;0,709;55;4;2,994;64;1;2,565;53;1;0,45;42;3
SERTANEJO3 TE GUADALUPE;FGP5437;17/09/2011;14,2;1;1,66;1,03;79;10;11,63;78;1;16,66;76;1;19,56;77;1;0,62;48;4;7,13;0;1;-4,94;48;4;27,92;31;8;0,478;66;1;0,890;67;1;2,300;47;1;0,926;47;4;2,368;47;1;1,554;72;1;-1,437;63;10;-0,44;31;7
BATMAN MAT.;RDM8873;29/07/2016;14,2;1;0,0;1,22;92;10;7,04;92;1;9,97;89;1;14,56;91;1;2,60;38;1;7,41;0;1;-3,55;31;4;32,72;22;2;0,792;81;1;0,902;83;1;-1,396;84;10;7,189;84;1;5,616;84;1;1,767;70;1;0,641;59;2;-0,68;36;8
REM ROYAL;REM4374;28/10/2006;14,19;1;0,59;-0,17;70;2;7,03;73;1;7,65;71;1;13,33;74;1;-1,57;55;9;1,73;0;4;-11,80;36;2;38,04;39;1;0,367;61;2;1,020;68;1;1,058;14;2;4,821;14;1;5,168;14;1;1,195;69;2;0,739;59;2;0,83;47;2
TITAN MAT.;RDM7045;15/09/2013;14,19;1;0,0;0,07;82;5;3,53;83;3;12,28;81;1;15,91;82;1;2,07;61;1;5,39;0;1;-17,55;51;1;30,03;32;5;1,186;71;1;1,636;71;1;1,899;58;1;5,269;58;1;3,676;58;1;1,433;76;1;-1,330;67;10;-0,23;58;6
D5675 DA MN;LBMND5675;02/09/2010;14,19;1;2,15;0,03;65;5;-0,49;78;7;5,73;68;2;8,28;72;2;2,91;48;1;3,10;0;2;-12,22;37;2;40,04;24;1;0,850;36;1;1,635;50;1;1,819;44;1;4,318;44;1;2,337;44;1;1,995;38;1;1,198;26;1;-0,48;25;8
JUBILEU PECA RARA;PECA1278;20/10/2011;14,14;1;0,0;0,10;67;6;6,51;81;1;11,52;67;1;15,30;73;1;-0,53;25;7;2,56;0;3;-16,79;22;1;32,78;18;2;0,818;53;1;1,493;57;1;1,571;56;1;5,311;56;1;3,631;56;1;1,807;27;1;0,710;16;2;0,13;16;5
